source_sheet,field_season,kml_stop_id,longitude,latitude
2018-points,2018,AS-06-4-18-15,103.7388083333333,32.77244166666667
2018-points,2018,AS-06-4-18-16,103.738,32.77416666666667
2018-points,2018,AS-06-5-18-1,103.3371888888889,32.95309444444445
2018-points,2018,AS-06-5-18-2,103.3477944444444,32.95414444444445
2018-points,2018,AS-06-5-18-3A,103.3489,32.95183055555556
2018-points,2018,AS-06-5-18-3B,103.3498083333333,32.95035555555556
2018-points,2018,AS-06-5-18-3C,103.3506055555556,32.94876388888888
2018-points,2018,AS-06-5-18-3D,103.3513833333333,32.94789444444444
2018-points,2018,AS-06-5-18-4,103.352875,32.94273611111111
2018-points,2018,AS-06-5-18-5,103.3526305555556,32.93653611111111
2018-points,2018,AS-06-5-18-6A,103.3515305555556,32.93451111111111
2018-points,2018,AS-06-5-18-6B,103.3511666666667,32.93563611111111
2018-points,2018,AS-06-5-18-6C,103.3518166666667,32.93570833333333
2018-points,2018,AS-06-5-18-7,103.3487388888889,32.92755277777778
2018-points,2018,AS-06-5-18-8,103.3548055555555,32.92615277777777
2018-points,2018,AS-06-5-18-9A,103.3570972222222,32.92903888888889
2018-points,2018,AS-06-5-18-9B,103.3590388888889,32.92986666666666
2018-points,2018,AS-06-5-18-9C,103.3624277777778,32.93008888888889
2018-points,2018,AS-06-5-18-10,103.3704138888889,32.929675
2018-points,2018,AS-06-5-18-11A,103.3730583333333,32.92920833333333
2018-points,2018,AS-06-5-18-11B,103.3726638888889,32.92929166666666
2018-points,2018,AS-06-5-18-12,103.3767555555555,32.92813333333333
2018-points,2018,AS-06-5-18-13,103.38105,32.92829444444444
2018-points,2018,AS-06-5-18-14,103.3897583333333,32.92901111111111
2018-points,2018,AS-06-5-18-15,103.4103,32.9212
2018-points,2018,AS-06-5-18-16,103.4172333333333,32.92491666666666
2018-points,2018,AS-06-5-18-17,103.4272277777778,32.93001666666667
2018-points,2018,AS-06-5-18-18A,103.4420722222222,32.92318888888889
2018-points,2018,AS-06-5-18-18B,103.4417944444445,32.92169166666667
2018-points,2018,AS-06-5-18-18C,103.4416555555556,32.92099166666667
2018-points,2018,AS-06-5-18-19,103.4416916666667,32.91810833333333
2018-points,2018,AS-06-5-18-20A,103.4423166666667,32.91681666666666
2018-points,2018,AS-06-5-18-20B,103.4431222222222,32.91579722222222
2018-points,2018,AS-06-5-18-21A,103.4450638888889,32.91378888888889
2018-points,2018,AS-06-5-18-21B,103.4455611111111,32.91333333333333
2018-points,2018,AS-06-5-18-22A,103.4473333333334,32.91166111111111
2018-points,2018,AS-06-5-18-22B,103.448175,32.91099722222222
2018-points,2018,AS-06-5-18-22C,103.4494055555556,32.91011944444444
2018-points,2018,AS-06-5-18-22D,103.4498888888889,32.90981944444445
2018-points,2018,AS-06-5-18-23A,103.4509444444445,32.90900277777778
2018-points,2018,AS-06-5-18-23B,103.4516611111111,32.9082
2018-points,2018,AS-06-5-18-23C,103.4518333333334,32.90801944444444
2018-points,2018,AS-06-5-18-24,103.4541444444445,32.90657222222222
2018-points,2018,AS-06-5-18-25,103.4562638888889,32.90570833333333
2018-points,2018,AS-06-5-18-26,103.4568805555556,32.90538611111111
2018-points,2018,AS-06-5-18-27,103.4756,32.88618611111111
2018-points,2018,AS-06-5-18-28,103.4802666666667,32.88339722222222
2018-points,2018,AS-06-5-18-29,103.4892527777778,32.88543333333333
2018-points,2018,AS-06-5-18-30,103.5007222222222,32.89453333333334
2018-points,2018,AS-06-5-18-31A,103.5047222222222,32.89648888888889
2018-points,2018,AS-06-5-18-31B,103.5057027777778,32.89697777777778
2018-points,2018,AS-06-5-18-32,103.5412416666667,32.87706666666666
2018-points,2018,AS-06-5-18-33,103.5742111111111,32.79803888888889
2018-points,2018,AS-06-5-18-34,103.5834555555556,32.79694722222222
2018-points,2018,AS-06-5-18-35,103.5949944444444,32.79127222222222
2018-points,2018,AS-06-5-18-36,103.6148638888889,32.78188611111111
2018-points,2018,AS-06-5-18-37,103.5412166666667,32.87724444444444
2018-points,2018,AS-06-6-18-1,103.64625,32.74693055555556
2018-points,2018,AS-06-6-18-2,103.6647416666667,32.73476666666667
2018-points,2018,AS-06-6-18-3,103.6715333333333,32.740225
2018-points,2018,AS-06-6-18-4,103.6817055555556,32.75095555555556
2018-points,2018,AS-06-6-18-5,103.7060555555556,32.74045
2018-points,2018,AS-06-6-18-6,103.7142277777778,32.74410833333334
2018-points,2018,AS-06-6-18-7,103.7242326938166,32.74839410706046
2018-points,2018,AS-06-6-18-8,103.7404722222222,32.73866666666667
2018-points,2018,AS-06-6-18-9,103.7428083333333,32.74151111111111
2018-points,2018,AS-06-6-18-10,103.846349937058,32.7608990466946
2018-points,2018,AS-06-6-18-11,103.8520722222222,32.76168888888889
2018-points,2018,AS-06-6-18-12,103.9204694444445,32.77103611111111
2018-points,2018,AS-06-6-18-13,103.973,32.75375
2018-points,2018,AS-06-7-18-1,104.1649166666667,32.37425
2018-points,2018,AS-06-7-18-2,104.1630833333333,32.37563888888889
2018-points,2018,AS-06-7-18-3,104.1631944444445,32.37738888888889
2018-points,2018,AS-06-7-18-4,104.1647222222222,32.37808333333334
2018-points,2018,AS-06-7-18-5A,104.16225,32.39022222222222
2018-points,2018,AS-06-7-18-5B,104.1654444444444,32.39188888888889
2018-points,2018,AS-06-7-18-6,104.16625,32.39563888888889
2018-points,2018,AS-06-7-18-7A,104.1686666666667,32.39819444444444
2018-points,2018,AS-06-7-18-7B,104.1691944444444,32.39872222222222
2018-points,2018,AS-06-7-18-8,104.1741111111111,32.40033333333333
2018-points,2018,AS-06-7-18-9,104.1741666666667,32.40238888888889
2018-points,2018,AS-06-7-18-10,104.1810833333333,32.40827777777778
2018-points,2018,AS-06-7-18-11,104.1825555555556,32.40805555555556
2018-points,2018,AS-06-7-18-12,104.1890833333333,32.40597222222222
2018-points,2018,AS-06-7-18-13,104.1924166666667,32.40691666666667
2018-points,2018,AS-06-7-18-14,104.1949996672229,32.40867700273959
2018-points,2018,AS-06-7-18-15,104.21525,32.42625
2018-points,2018,AS-06-7-18-16A,104.2160277777778,32.431
2018-points,2018,AS-06-7-18-16B,104.2159166666667,32.43141666666666
2018-points,2018,AS-06-7-18-17,104.2156944444445,32.43369444444444
2018-points,2018,AS-06-7-18-18,104.2206388888889,32.44252777777778
2018-points,2018,AS-06-7-18-19,104.2307222222222,32.44872222222222
2018-points,2018,AS-06-7-18-20,104.2296944444445,32.45022222222222
2018-points,2018,AS-06-7-18-21,104.2255833333334,32.456
2018-points,2018,AS-06-7-18-22,104.23025,32.46622222222223
2018-points,2018,AS-06-7-18-23,104.2301666666667,32.46836111111112
2018-points,2018,AS-06-7-18-24,104.238,32.48
2018-points,2018,AS-06-7-18-25,104.1279166666667,32.51494444444445
2018-points,2018,AS-06-8-18-1,104.5198333333333,32.41175
2018-points,2018,AS-06-8-18-2,104.5122777777778,32.40969444444444
2018-points,2018,AS-06-8-18-3,104.5126944444445,32.41127777777778
2018-points,2018,AS-06-8-18-4,104.5079166666667,32.40955555555556
2018-points,2018,AS-06-8-18-5,104.5185,32.40986111111111
2018-points,2018,AS-06-8-18-6,104.5351666666667,32.40858333333333
2018-points,2018,AS-06-8-18-7,104.5976111111111,32.41072222222222
2018-points,2018,AS-06-8-18-8A,104.8471666666667,32.41302777777778
2018-points,2018,AS-06-8-18-8B,104.8471388888889,32.41277777777778
2018-points,2018,AS-06-8-18-8C,104.8470833333333,32.41311111111111
2018-points,2018,AS-06-8-18-9,104.8483055555555,32.41333333333333
2018-points,2018,AS-06-8-18-10,104.8485,32.41416666666667
2018-points,2018,AS-06-8-18-11,104.8430277777778,32.43230555555555
2018-points,2018,AS-06-8-18-12,104.8416111111111,32.44413888888889
2018-points,2018,AS-06-8-18-13,104.8418333333333,32.45255555555556
2018-points,2018,AS-06-8-18-14,104.8177777777778,32.44441666666666
2018-points,2018,AS-06-8-18-15,104.8041111111111,32.45097222222223
2018-points,2018,AS-06-8-18-16,104.7733333333333,32.43866666666666
2018-points,2018,AS-06-8-18-17,104.7117777777778,32.37463888888889
2018-points,2018,AS-06-9-18-1,104.6179166666667,32.38347222222222
2018-points,2018,AS-06-9-18-2,104.6116388888889,32.38163888888889
2018-points,2018,AS-06-9-18-3,104.6103333333333,32.37858333333333
2018-points,2018,AS-06-9-18-4,104.5995277777778,32.37316666666667
2018-points,2018,AS-06-9-18-5,104.6018611111111,32.37161111111112
2018-points,2018,AS-06-9-18-6,104.6177777777778,32.3665
2018-points,2018,AS-06-9-18-7,104.6196666666667,32.36286111111112
2018-points,2018,AS-06-9-18-8,104.6170555555556,32.36302777777778
2018-points,2018,AS-06-9-18-9,104.6161388888889,32.35944444444445
2018-points,2018,AS-06-9-18-10A,104.6111666666667,32.35469444444445
2018-points,2018,AS-06-9-18-10B,104.6103888888889,32.35130555555556
2018-points,2018,AS-06-9-18-11,104.5736111111111,32.34011111111111
2018-points,2018,AS-06-9-18-12,104.5934166666666,32.34716666666667
2018-points,2018,AS-06-9-18-13,104.5774166666667,32.33561111111111
2018-points,2018,AS-06-9-18-14,104.5783888888889,32.33311111111112
2018-points,2018,AS-06-9-18-15,104.5760555555556,32.32844444444445
2018-points,2018,AS-06-9-18-16,104.56,32.33041666666667
2018-points,2018,AS-06-9-18-17,104.5540555555556,32.32669444444445
2018-points,2018,AS-06-9-18-18,104.5471388888889,32.32419444444444
2018-points,2018,AS-06-9-18-19,104.53125,32.32472222222223
2019-points,2019,4-4-19-1,104.439125,31.67111111111111
2019-points,2019,4-4-19-2,104.4455805555556,31.67336388888889
2019-points,2019,4-5-19-1,104.4164472222222,31.77871944444445
2019-points,2019,4-5-19-2,104.4108638888889,31.77871944444445
2019-points,2019,4-5-19-3,104.4033888888889,31.78133055555556
2019-points,2019,4-5-19-4,104.4024111111111,31.78131388888889
2019-points,2019,4-5-19-5,104.3999194444445,31.77891111111111
2019-points,2019,4-5-19-6,104.3959277777778,31.778325
2019-points,2019,4-5-19-7,104.3928055555556,31.77707777777778
2019-points,2019,4-5-19-8,104.3859888888889,31.77871111111111
2019-points,2019,4-5-19-9,104.3805222222222,31.78150000000001
2019-points,2019,4-5-19-10,104.3803861111111,31.78183611111111
2019-points,2019,4-5-19-11,104.3803666666667,31.78249166666667
2019-points,2019,4-5-19-12,104.3777222222222,31.78493333333334
2019-points,2019,4-5-19-13,104.3732472222222,31.78694444444445
2019-points,2019,4-5-19-14,104.3705944444445,31.78264722222222
2019-points,2019,4-5-19-15,104.3684194444444,31.784
2019-points,2019,4-5-19-16,104.3675361111111,31.78313611111111
2019-points,2019,4-5-19-17,104.3644555555556,31.78476388888889
2019-points,2019,4-6-19-1,104.45585,31.82559444444444
2019-points,2019,4-6-19-2,104.4751166666667,31.84605555555556
2019-points,2019,4-6-19-3,104.4763888888889,31.84449166666667
2019-points,2019,4-6-19-4,104.504725,31.86146944444445
2019-points,2019,4-6-19-5,104.5116527777778,31.86333055555556
2019-points,2019,4-6-19-6,104.5116277777778,31.86329166666667
2019-points,2019,4-6-19-7,104.5201305555555,31.86483055555556
2019-points,2019,4-6-19-8,104.5364583333333,31.86789444444445
2019-points,2019,4-6-19-9,104.5410027777778,31.86128333333334
2019-points,2019,4-6-19-10,104.5532138888889,31.84441388888888
2019-points,2019,4-6-19-11,104.5620611111111,31.84395277777778
2019-points,2019,4-6-19-12,104.5837555555556,31.82528611111111
2019-points,2019,4-6-19-13,104.5830083333333,31.80221666666667
2019-points,2019,4-6-19-14,104.5831638888889,31.80026388888889
2019-points,2019,4-6-19-15,104.5827944444444,31.78076388888889
2019-points,2019,4-6-19-16,104.5879638888889,31.77707777777778
2019-points,2019,4-7-19-1,104.3917138888889,31.86646944444444
2019-points,2019,4-7-19-2,104.3928555555556,31.86816944444445
2019-points,2019,4-7-19-3,104.3936861111111,31.868175
2019-points,2019,4-7-19-4,104.3708416666667,31.86683888888889
2019-points,2019,4-7-19-5,104.3143583333333,31.85689166666667
2019-points,2019,4-7-19-6,104.3121083333333,31.86718611111111
2019-points,2019,4-7-19-7,104.3105055555555,31.87275555555556
2019-points,2019,4-7-19-8,104.3070722222222,31.88308888888889
2019-points,2019,4-7-19-9,104.3071055555556,31.88450555555556
2019-points,2019,4-7-19-10,104.302975,31.88848888888889
2019-points,2019,4-7-19-11,104.2975777777778,31.89010833333333
2019-points,2019,4-7-19-12,104.296975,31.89055277777778
2019-points,2019,4-7-19-13,104.2986833333333,31.89386666666667
2019-points,2019,4-7-19-14,104.2960944444445,31.90115555555557
2019-points,2019,4-8-19-1,104.2909722222222,31.90231111111111
2019-points,2019,4-8-19-2,104.2905972222222,31.90498055555555
2019-points,2019,4-8-19-3,104.2908694444444,31.90592777777778
2019-points,2019,4-8-19-4,104.290325,31.90912777777778
2019-points,2019,4-8-19-5,104.2928944444444,31.91254722222222
2019-points,2019,4-8-19-6,104.2886111111111,31.91475555555555
2019-points,2019,4-8-19-7,104.2402111111111,31.98761388888889
2019-points,2019,4-8-19-8,104.231675,32.00032777777778
2019-points,2019,4-8-19-9,104.2235972222222,32.00660555555555
2019-points,2019,4-8-19-10,104.2136555555556,32.00149166666667
2019-points,2019,4-8-19-11,104.1919222222222,32.01630277777778
2019-points,2019,4-8-19-12,104.1710833333333,32.02376944444444
2019-points,2019,4-8-19-13,104.1651111111111,32.02709722222222
2019-points,2019,4-8-19-14,104.1566805555556,32.03337222222222
2019-points,2019,4-8-19-15,104.1583777777778,32.03986388888889
2019-points,2019,4-8-19-16,104.1593,32.04978888888888
2019-points,2019,4-8-19-17,104.1570944444444,32.05117222222222
2019-points,2019,4-8-19-18,104.1584583333334,32.05228611111111
2019-points,2019,4-8-19-19,104.156475,32.05338888888889
2019-points,2019,4-8-19-20,104.15275,32.05756944444444
2019-points,2019,4-8-19-21,104.1516666666667,32.05955555555556
2019-points,2019,4-8-19-22,104.1497944444445,32.06121944444444
2019-points,2019,4-8-19-23,104.1498222222222,32.06190555555556
2019-points,2019,4-9-19-1,104.156675,32.05012777777777
2019-points,2019,4-9-19-2,104.1558277777778,32.05139166666666
2019-points,2019,4-9-19-3,104.1532083333333,32.05181388888889
2019-points,2019,4-9-19-4,104.1370361111111,32.05005555555555
2019-points,2019,4-9-19-5,104.132575,32.04716944444444
2019-points,2019,4-9-19-6,104.1315638888889,32.04341388888889
2019-points,2019,4-9-19-7,104.143925,32.05756944444444
2019-points,2019,4-9-19-8,104.1435277777778,32.05962777777778
2019-points,2019,4-9-19-9,104.1386138888889,32.07113888888889
2019-points,2019,4-9-19-10,104.1306027777778,32.07817222222223
2019-points,2019,4-9-19-11,104.0986305555555,32.0915
2019-points,2019,4-9-19-12,104.0984666666667,32.0936
2019-points,2019,4-9-19-13,104.0961722222222,32.09550555555556
2019-points,2019,4-9-19-14,104.0954888888889,32.09606666666667
2019-points,2019,4-9-19-15,104.0950833333333,32.09647777777778
2019-points,2019,4-9-19-16,104.1002166666667,32.09431944444444
2019-points,2019,4-9-19-17,104.104275,32.09333611111111
2019-points,2019,4-9-19-18,104.1093527777778,32.09070277777778
2019-points,2019,4-9-19-19,104.1639083333334,32.05809166666666
2019-points,2019,4-9-19-20,104.1620166666667,32.07508055555556
2019-points,2019,4-9-19-21,104.1679,32.08804444444445
2019-points,2019,4-9-19-22,104.1509666666667,32.10765
2019-points,2019,4-10-19-1,104.1545527777778,32.12057777777778
2019-points,2019,4-10-19-2,104.1497166666667,32.12744722222222
2019-points,2019,4-10-19-3,104.14745,32.13326388888889
2019-points,2019,4-10-19-4,104.1468611111111,32.13740277777778
2019-points,2019,4-10-19-5,104.1426666666667,32.14426111111111
2019-points,2019,4-10-19-6,104.1340472222222,32.15911666666666
2019-points,2019,4-10-19-7,104.120475,32.16947777777778
2019-points,2019,4-10-19-8,104.1043861111111,32.18590555555555
2019-points,2019,4-10-19-9,104.1018388888889,32.18522222222222
2019-points,2019,4-11-19-1,104.1002361111111,32.18766111111111
2019-points,2019,4-11-19-2,104.1002361111111,32.18766111111111
2019-points,2019,4-11-19-3,104.0947638888889,32.19381111111111
2019-points,2019,4-11-19-4,104.0905666666667,32.19774444444444
2019-points,2019,4-11-19-5,104.0716333333333,32.20229444444445
2019-points,2019,4-11-19-6,104.0626361111111,32.20198055555556
2019-points,2019,4-11-19-7,104.0558472222222,32.20076944444445
2019-points,2019,4-11-19-8,104.1137388888889,32.18901388888889
2019-points,2019,4-11-19-9,104.1135472222222,32.19623888888889
2019-points,2019,4-11-19-10,104.111375,32.207625
2019-points,2019,4-11-19-11,104.10865,32.22561111111111
2019-points,2019,4-11-19-12,104.1112361111111,32.22896944444445
2019-points,2019,4-11-19-13,104.1453055555556,32.13641388888889
2019-points,2019,4-11-19-14,104.1327555555556,32.12163611111111
2019-points,2019,4-12-19-1,104.2693361111111,31.84589166666667
2019-points,2019,4-12-19-2,104.1667138888889,31.80498055555556
2019-points,2019,4-12-19-3,104.1591333333333,31.83099444444444
2019-points,2019,4-12-19-4,104.1573138888889,31.83585555555555
2019-points,2019,4-12-19-5,104.1554333333334,31.846175
2019-points,2019,4-12-19-6,104.1467444444445,31.86048888888889
2019-points,2019,4-12-19-7,104.1310861111111,31.8853
2019-points,2019,4-12-19-8,104.1078138888889,31.9008
2019-points,2019,4-12-19-9,104.0712972222222,31.9143
2019-points,2019,4-12-19-10,104.071725,31.916625
2019-points,2019,4-12-19-11,104.0752722222222,31.94342777777778
2019-points,2019,4-12-19-12,104.0712444444445,31.94714166666667
2019-points,2019,4-12-19-13,104.0684055555556,31.96979166666667
2019-points,2019,4-12-19-14,104.0647305555556,31.97725
2019-points,2019,4-12-19-15,104.0513333333334,31.99850833333333
2019-points,2019,4-12-19-16,104.0323916666667,32.01197777777778
2019-points,2019,4-12-19-17,104.0218527777778,32.02130555555556
2019-points,2019,4-12-19-18,104.0193666666667,32.02275555555556
2019-points,2019,4-12-19-19,104.0098027777778,32.03660555555555
2019-points,2019,4-12-19-20,104.010125,32.04421944444444
2019-points,2019,4-12-19-21,104.0064361111111,32.04582222222222
2019-points,2019,4-12-19-22,103.9813416666667,32.06431666666666
2019-points,2019,4-13-19-1,104.1599055555556,31.79849166666667
2019-points,2019,4-13-19-2,104.1503611111111,31.79794722222222
2019-points,2019,4-13-19-3,104.1471333333333,31.79850833333333
2019-points,2019,4-13-19-4,103.9939083333333,31.75558055555556
2019-points,2019,4-13-19-5,103.8687611111111,31.69932777777778
2019-points,2019,4-13-19-6,103.8327777777778,31.69201111111111
2019-points,2019,4-13-19-7,103.8511555555556,31.70349166666668
2019-points,2019,4-13-19-8,103.8536638888889,31.71524444444444
2019-points,2019,4-13-19-9,103.84425,31.73369722222222
2019-points,2019,4-13-19-10,103.8218694444444,31.76084444444444
2019-points,2019,4-13-19-11,103.8099833333333,31.76593055555556
2019-points,2019,4-13-19-12,103.7595472222222,31.78324166666667
2019-points,2019,4-14-19-1,103.7363527777778,32.17072777777778
2019-points,2019,4-14-19-2,103.760825,32.18281388888889
2019-points,2019,4-14-19-3,103.7742777777778,32.16697222222222
2019-points,2019,4-14-19-4,103.775475,32.16500833333333
2019-points,2019,4-14-19-5,103.78175,32.22104444444445
2019-points,2019,4-14-19-6,103.7539444444444,32.25151666666667
2019-points,2019,4-14-19-7,103.7359055555556,32.28419722222222
2019-points,2019,4-14-19-8,103.7271888888889,32.29887777777778
2019-points,2019,4-14-19-9,103.7202944444444,32.31885833333334
2019-points,2019,4-14-19-10,103.7160555555556,32.3222
2019-points,2019,4-15-19-1,103.4854944444444,31.08785
2019-points,2019,4-15-19-2,103.6640111111111,31.51512222222222
2019-points,2019,4-15-19-3,103.758475,31.78509166666667
2019-points,2019,4-15-19-4,103.6759083333334,31.96899444444444
2019-points,2019,4-15-19-5,103.7203388888889,32.31855
2019-points,2019,4-15-19-6,103.7160055555556,32.32209722222223
2019-points,2019,4-16-19-1,103.6483361111111,32.74950277777778
2019-points,2019,4-16-19-2,103.6818166666667,32.75084722222222
2019-points,2019,4-16-19-3,103.7010194444444,32.74051666666666
2019-points,2019,4-16-19-4,103.8460722222222,32.75947222222222
2019-points,2019,4-16-19-5,103.8519555555556,32.76173611111111
2019-points,2019,4-16-19-6,103.9203888888889,32.7712
2019-points,2019,4-16-19-7,104.0229416666667,32.72486666666667
2019-points,2019,4-16-19-8,104.0569972222222,32.70138055555556
2019-points,2019,4-16-19-9,104.0647666666667,32.68973055555555
2019-points,2019,4-16-19-10,104.0868833333333,32.67131666666666
2019-points,2019,4-16-19-11,104.1280888888889,32.56958333333333
2019-points,2019,4-17-19-1,104.8978805555556,32.44780833333333
2019-points,2019,4-17-19-2,104.9320361111111,32.49140277777778
2019-points,2019,4-17-19-3,105.0100722222222,32.52475833333333
2019-points,2019,4-17-19-4,105.1735361111111,32.64132222222222
2019-points,2019,4-21-19-1,105.4364555555556,32.25980277777778
2019-points,2019,4-21-19-2,105.4635388888889,32.26926388888889
2019-points,2019,4-21-19-3,105.5175,32.25921944444445
2019-points,2019,4-21-19-4,105.5165166666667,32.24940833333334
2019-points,2019,4-21-19-5,105.5069083333333,32.217775
2019-points,2019,4-21-19-6,105.51215,32.20079166666667
2019-points,2019,4-21-19-7,105.4758777777778,32.13043611111111
2019-points,2019,4-21-19-8,105.5021055555556,32.13941944444444
2019-points,2019,4-21-19-9,105.5279583333333,32.14937777777778
2019-points,2019,4-21-19-10,105.5651111111111,32.20472222222222
2019-points,2019,4-21-19-11,105.4852083333333,32.29155
2019-points,2019,4-21-19-12,105.4722777777778,32.30016388888889
2019-points,2019,4-21-19-13,105.4681583333333,32.30397777777777
2019-points,2019,4-21-19-14,105.4646888888889,32.30872222222222
2019-points,2019,4-22-19-1,105.4646888888889,32.30872222222222
2019-points,2019,4-22-19-2,105.4626777777778,32.31111111111111
2019-points,2019,4-22-19-3,105.4601944444445,32.31405555555556
2019-points,2019,4-22-19-4,105.4577111111111,32.31718611111111
2019-points,2019,4-22-19-5,105.4552055555556,32.31945833333334
2019-points,2019,4-22-19-6,105.4524083333333,32.32219722222222
2019-points,2019,4-22-19-7,105.4552916666667,32.32810555555556
2019-points,2019,4-22-19-8,105.450575,32.32716111111112
2019-points,2019,4-22-19-9,105.450575,32.32881111111112
2019-points,2019,4-22-19-10,105.4481083333333,32.33522222222223
2019-points,2019,4-22-19-11,105.4497361111111,32.33834444444445
2019-points,2019,4-22-19-12,105.4457722222222,32.34036944444445
2019-points,2019,4-22-19-13,105.421875,32.33625555555556
2019-points,2019,4-22-19-14,105.4203333333333,32.34257777777778
2019-points,2019,4-22-19-15,105.4190111111111,32.34495277777778
2019-points,2019,4-22-19-16,105.4218222222222,32.35898055555555
2019-points,2019,4-22-19-17,105.4230555555556,32.36105277777778
2019-points,2019,4-22-19-18,105.0892888888889,32.05209166666666
2019-points,2019,4-22-19-19,104.7300944444445,31.87580555555556
2019-points,2019,4-22-19-20,104.7287388888889,31.8779
2019-points,2019,4-22-19-21,104.7361861111111,31.85839166666667
2019-points,2019,4-22-19-22,104.7539916666667,31.82609722222222
2019-points,2019,4-25-19-1,104.6362138888889,31.99149722222222
2019-points,2019,4-25-19-2,104.6384805555556,31.99275
2019-points,2019,4-25-19-3,104.6840055555555,32.07348055555556
2019-points,2019,4-25-19-4,104.6776638888889,32.07543888888889
2019-points,2019,4-25-19-5,104.6681638888889,32.08508888888889
2019-points,2019,4-25-19-6,104.6634972222222,32.08616388888889
2019-points,2019,4-25-19-7,104.6532,32.08434722222223
2019-points,2019,4-25-19-8,104.6396888888889,32.08185
2019-points,2019,4-25-19-9,104.6144861111111,32.08283055555556
2019-points,2019,4-25-19-10,104.6047527777778,32.09641111111112
2019-points,2019,4-25-19-11,104.5969638888889,32.102625
2019-points,2019,4-25-19-12,104.5743833333333,32.11355277777778
2019-points,2019,4-25-19-13,104.5681166666667,32.11781388888889
2019-points,2019,4-25-19-14,104.5400194444444,32.13262222222222
2019-points,2019,4-25-19-15,104.5236583333333,32.14047222222222
2019-points,2019,4-25-19-16,104.5033,32.14782222222222
2019-points,2019,4-25-19-17,104.4915972222222,32.15991666666667
2019-points,2019,4-25-19-18,104.4788027777778,32.16458611111111
2019-points,2019,4-25-19-19,104.4432638888889,32.17825
2019-points,2019,4-26-19-1,104.6693333333333,32.10089722222222
2019-points,2019,4-26-19-2,104.6682833333333,32.10227222222223
2019-points,2019,4-26-19-3,104.6698888888889,32.10948611111111
2019-points,2019,4-26-19-4,104.6758,32.11541388888889
2019-points,2019,4-26-19-5,104.685125,32.12396944444445
2019-points,2019,4-26-19-6,104.6903694444445,32.13440555555555
2019-points,2019,4-26-19-7,104.6697083333333,32.15334166666666
2019-points,2019,4-26-19-8,104.66485,32.15527777777778
2019-points,2019,4-26-19-9,104.6511083333333,32.16451388888889
2019-points,2019,4-26-19-10,104.6454111111111,32.169075
2019-points,2019,4-26-19-11,104.6325611111111,32.18411388888889
2019-points,2019,4-26-19-12,104.6702555555556,32.04060833333333
2019-points,2019,4-26-19-13A,104.6186916666667,31.99775833333333
2019-points,2019,4-26-19-13B,104.6197416666667,31.99903333333333
2019-points,2019,4-26-19-14,104.6217416666667,32.0032
2019-points,2019,4-26-19-15,104.621,32.00497777777778
2019-points,2019,4-26-19-16,104.6194972222222,32.0092
2019-points,2019,4-26-19-17,104.6176666666667,32.03361666666667
2019-points,2019,4-27-19-1,103.8522333333333,31.71780555555555
2019-points,2019,4-27-19-2,103.8264722222222,31.75636388888889
2019-points,2019,4-28-19-1,103.7866444444445,31.767575
2019-points,2019,4-28-19-2,103.7616666666667,31.77945833333333
2019-points,2019,4-28-19-3,103.7533722222222,31.78315277777778
2019-points,2019,4-28-19-4,103.7340055555556,31.80058055555556
2019-points,2019,4-28-19-5,103.7274833333333,31.81853888888889
2019-points,2019,4-28-19-6,103.7160194444444,31.831875
2019-points,2019,4-28-19-7,103.6962777777778,31.84151388888889
2019-points,2019,4-28-19-8,103.6969194444444,31.86521111111112
2019-points,2019,4-28-19-9,103.6869527777778,31.89592777777777
2019-points,2019,4-28-19-10,103.6837,31.90295555555555
2019-points,2019,4-28-19-11,103.6717666666667,31.92751388888889
2019-points,2019,4-28-19-12,103.6715111111111,31.93972222222222
2019-points,2019,4-28-19-13,103.6779861111111,31.96465277777778
2019-points,2019,4-28-19-14,103.6804361111111,31.99372777777778
2019-points,2019,4-28-19-15,103.6829388888889,31.99826944444444
2019-points,2019,4-29-19-1,103.7172333333334,32.07400277777778
2019-points,2019,4-29-19-2,103.7201361111111,32.08959166666667
2019-points,2019,4-29-19-3,103.7334111111111,32.12289722222222
2019-points,2019,4-29-19-4,103.7341305555556,32.15325833333333
2019-points,2019,4-29-19-5,103.7655833333334,32.23802222222222
2019-points,2019,4-29-19-6,103.7214555555556,32.34046666666667
2019-points,2019,4-29-19-7,103.7360722222222,32.35579166666667
2019-points,2019,4-29-19-8,103.7243361111111,32.36388611111111
2019-points,2019,4-29-19-9,103.7153666666667,32.40694166666667
2019-points,2019,4-29-19-10,103.7035611111111,32.42277499999999
2019-points,2019,4-29-19-11,103.6793222222222,32.44988888888889
2019-points,2019,4-29-19-12,103.6771027777778,32.45281666666667
2019-points,2019,4-29-19-13,103.6709555555556,32.46058055555556
2019-points,2019,4-29-19-14,103.6607888888889,32.47854166666667
2019-points,2019,4-30-19-1,103.6103444444444,32.58840555555556
2019-points,2019,4-30-19-2,103.6343805555556,32.51655
2019-points,2019,4-30-19-3,103.6404555555556,32.50523611111111
2019-points,2019,4-30-19-4,103.6576527777778,32.47965
2019-points,2019,4-30-19-5,103.7112972222222,32.329425
2019-points,2019,4-30-19-6,103.7021333333333,32.33827777777778
2019-points,2019,4-30-19-7,103.6947638888889,32.34407222222222
2019-points,2019,4-30-19-8,103.6845055555556,32.34268333333333
2019-points,2019,4-30-19-9,103.6821555555556,32.34456111111111
