source_sheet,field_season,kml_stop_id,longitude,latitude
2018-points,2018,AS-05-30-18-10,104.7686694436724,32.47522779117585
2018-points,2018,AS-05-30-18-11,104.7676305552292,32.4738251898397
2018-points,2018,AS-05-30-18-12,104.7553972217099,32.43789167290637
2018-points,2018,AS-05-30-18-13,104.7494694486172,32.43015001066519
2018-points,2018,AS-05-30-18-14,104.7470527485575,32.42073611140412
2018-points,2018,AS-05-30-18-15,104.7214222231133,32.39870278229427
2018-points,2018,AS-05-30-18-16,104.7035750001037,32.42807777571776
2018-points,2018,AS-05-30-18-17,104.7073833328289,32.45827222254038
2018-points,2018,AS-05-30-18-18,104.710386111011,32.46161388866318
2018-points,2018,AS-05-31-18-1,104.6591805555556,32.40516111111111
2018-points,2018,AS-05-31-18-2,104.6358638785213,32.37529166660298
2018-points,2018,AS-05-31-18-3,104.6648861122667,32.36719723450889
2018-points,2018,AS-05-31-18-4,104.6838000018551,32.35600277571112
2018-points,2018,AS-05-31-18-5,104.6845083329169,32.34881111259294
2018-points,2018,AS-05-31-18-6,104.6935111122296,32.33796666810335
2018-points,2018,AS-05-31-18-7,104.7064833332487,32.33094166697461
2018-points,2018,AS-05-31-18-8,104.712855554167,32.32353890512665
2018-points,2018,AS-05-31-18-9,104.7493972206543,32.30573617251473
2018-points,2018,AS-05-31-18-10,104.7544777551881,32.30230839085203
2018-points,2018,AS-05-31-18-11,104.7593055538977,32.2991583302142
2018-points,2018,AS-05-31-18-12,104.7090834509535,32.33116891173093
2018-points,2018,AS-05-31-18-13,104.8150833328429,32.39826111213983
2018-points,2018,AS-05-31-18-14,104.8304999639857,32.40327796841743
2018-points,2018,AS-05-31-18-15,104.6487222472767,32.37838887933379
2018-points,2018,AS-05-31-18-16,104.6622416677696,32.36949444536188
2018-points,2018,AS-6-1-18-1,104.5143888886203,32.47016666755135
2018-points,2018,AS-6-1-18-2,104.4797694444023,32.46183333452493
2018-points,2018,AS-6-1-18-3,104.422305571088,32.464203661614
2018-points,2018,AS-6-1-18-4,104.1567916655326,32.52463889058322
2018-points,2018,AS-6-1-18-5,104.1335972222222,32.54931388888889
2018-points,2018,AS-6-1-18-6,104.1353611111111,32.54905555555556
2018-points,2018,AS-6-1-18-7,104.1339861111111,32.55394722222222
2018-points,2018,AS-6-1-18-8,104.1326083333333,32.55795
2018-points,2018,AS-6-1-18-9,104.1281111111111,32.56974166666667
2018-points,2018,AS-6-1-18-10,104.1361388888889,32.59475277777778
